ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2021-02-08,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.16833,0.23071,full_february,DAY_OF_WEEK
2021-02-09,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.22272,0.23087,full_february,DAY_OF_WEEK
2021-02-10,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12378,0.22963,full_february,DAY_OF_WEEK
2021-02-11,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17349,0.2566,full_february,DAY_OF_WEEK
2021-02-12,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15641,0.21792,full_february,DAY_OF_WEEK
2021-02-13,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.03562,0.19597,full_february,DAY_OF_WEEK
2021-02-14,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.08613,0.24788,full_february,DAY_OF_WEEK
2021-02-15,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.08907,0.22067,full_february,DAY_OF_WEEK
2021-02-16,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.2056,0.22812,full_february,DAY_OF_WEEK
2021-02-17,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.23299,0.21774,full_february,DAY_OF_WEEK
2021-02-18,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10313,0.24868,full_february,DAY_OF_WEEK
2021-02-19,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13622,0.18923,full_february,DAY_OF_WEEK
2021-02-20,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.01752,0.21135,full_february,DAY_OF_WEEK
2021-02-21,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14674,0.26173,full_february,DAY_OF_WEEK
2021-02-22,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17555,0.22217,full_february,DAY_OF_WEEK
2021-02-23,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17253,0.21874,full_february,DAY_OF_WEEK
2021-02-24,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17341,0.22342,full_february,DAY_OF_WEEK
2021-02-25,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15815,0.19561,full_february,DAY_OF_WEEK
2021-02-26,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1312,0.21634,full_february,DAY_OF_WEEK
2021-02-27,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.08715,0.20775,full_february,DAY_OF_WEEK
2021-02-28,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.04979,0.18711,full_february,DAY_OF_WEEK
2021-03-01,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.21677,0.24855,full_february,DAY_OF_WEEK
2021-03-02,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.16119,0.24602,full_february,DAY_OF_WEEK
2021-03-03,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.20346,0.23142,full_february,DAY_OF_WEEK
2021-03-04,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15561,0.23912,full_february,DAY_OF_WEEK
2021-03-05,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.11224,0.18599,full_february,DAY_OF_WEEK
2021-03-06,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.0742,0.20836,full_february,DAY_OF_WEEK
2021-03-07,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13205,0.25327,full_february,DAY_OF_WEEK
2021-03-08,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15826,0.20482,full_february,DAY_OF_WEEK
2021-03-09,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.18135,0.25414,full_february,DAY_OF_WEEK
2021-03-10,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1976,0.23856,full_february,DAY_OF_WEEK
2021-03-11,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13889,0.19789,full_february,DAY_OF_WEEK
2021-03-12,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.184,0.19087,full_february,DAY_OF_WEEK
2021-03-13,SLV,GADM,SLV.10.18_1,Santo Tomás,0.0031,0.19501,full_february,DAY_OF_WEEK
2021-03-14,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.11162,0.22971,full_february,DAY_OF_WEEK
2021-03-15,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12717,0.19748,full_february,DAY_OF_WEEK
2021-03-16,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.09046,0.20743,full_february,DAY_OF_WEEK
2021-03-17,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1992,0.21646,full_february,DAY_OF_WEEK
2021-03-18,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10098,0.19987,full_february,DAY_OF_WEEK
2021-03-19,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.08284,0.2125,full_february,DAY_OF_WEEK
2021-03-20,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.05257,0.19292,full_february,DAY_OF_WEEK
2021-03-21,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07262,0.25462,full_february,DAY_OF_WEEK
2021-03-22,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12991,0.19752,full_february,DAY_OF_WEEK
2021-03-23,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14759,0.21195,full_february,DAY_OF_WEEK
2021-03-24,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.09343,0.18446,full_february,DAY_OF_WEEK
2021-03-25,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.05858,0.20304,full_february,DAY_OF_WEEK
2021-03-26,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10017,0.19463,full_february,DAY_OF_WEEK
2021-03-27,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.05077,0.21139,full_february,DAY_OF_WEEK
2021-03-28,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1002,0.26271,full_february,DAY_OF_WEEK
2021-03-29,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15159,0.22866,full_february,DAY_OF_WEEK
2021-03-30,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14692,0.21209,full_february,DAY_OF_WEEK
2021-03-31,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.05539,0.17443,full_february,DAY_OF_WEEK
2021-04-01,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.23325,0.24181,full_february,DAY_OF_WEEK
2021-04-02,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.44337,0.30049,full_february,DAY_OF_WEEK
2021-04-03,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.35334,0.26825,full_february,DAY_OF_WEEK
2021-04-04,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.23692,0.2982,full_february,DAY_OF_WEEK
2021-04-05,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.24082,0.22434,full_february,DAY_OF_WEEK
2021-04-06,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14063,0.21902,full_february,DAY_OF_WEEK
2021-04-07,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13778,0.25856,full_february,DAY_OF_WEEK
2021-04-08,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13565,0.24562,full_february,DAY_OF_WEEK
2021-04-09,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.19845,0.21135,full_february,DAY_OF_WEEK
2021-04-10,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.09526,0.18764,full_february,DAY_OF_WEEK
2021-04-11,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15715,0.25178,full_february,DAY_OF_WEEK
2021-04-12,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13395,0.20705,full_february,DAY_OF_WEEK
2021-04-13,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.08216,0.20749,full_february,DAY_OF_WEEK
2021-04-14,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14181,0.21785,full_february,DAY_OF_WEEK
2021-04-15,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.00978,0.18683,full_february,DAY_OF_WEEK
2021-04-16,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10985,0.17307,full_february,DAY_OF_WEEK
2021-04-17,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.08003,0.17196,full_february,DAY_OF_WEEK
2021-04-18,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.0131,0.23228,full_february,DAY_OF_WEEK
2021-04-19,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.11998,0.19035,full_february,DAY_OF_WEEK
2021-04-20,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.09096,0.1985,full_february,DAY_OF_WEEK
2021-04-21,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.06504,0.21544,full_february,DAY_OF_WEEK
2021-04-22,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12075,0.20109,full_february,DAY_OF_WEEK
2021-04-23,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13174,0.19322,full_february,DAY_OF_WEEK
2021-04-24,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07647,0.22259,full_february,DAY_OF_WEEK
2021-04-25,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14042,0.24963,full_february,DAY_OF_WEEK
2021-04-26,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12619,0.18994,full_february,DAY_OF_WEEK
2021-04-27,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14682,0.20119,full_february,DAY_OF_WEEK
2021-04-28,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.09313,0.20788,full_february,DAY_OF_WEEK
2021-04-29,SLV,GADM,SLV.10.18_1,Santo Tomás,0.00901,0.20923,full_february,DAY_OF_WEEK
2021-04-30,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12696,0.18543,full_february,DAY_OF_WEEK
2021-05-01,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.24883,0.20454,full_february,DAY_OF_WEEK
2021-05-02,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1379,0.25344,full_february,DAY_OF_WEEK
2021-05-03,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13781,0.18952,full_february,DAY_OF_WEEK
2021-05-04,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.0744,0.22193,full_february,DAY_OF_WEEK
2021-05-05,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.11433,0.20991,full_february,DAY_OF_WEEK
2021-05-06,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.04705,0.22117,full_february,DAY_OF_WEEK
2021-05-07,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07116,0.23025,full_february,DAY_OF_WEEK
2021-05-08,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.033,0.16443,full_february,DAY_OF_WEEK
2021-05-09,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.05691,0.22238,full_february,DAY_OF_WEEK
2021-05-10,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.20885,0.19283,full_february,DAY_OF_WEEK
2021-05-11,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1093,0.2168,full_february,DAY_OF_WEEK
2021-05-12,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.04653,0.20486,full_february,DAY_OF_WEEK
2021-05-13,SLV,GADM,SLV.10.18_1,Santo Tomás,0.06115,0.19046,full_february,DAY_OF_WEEK
2021-05-14,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.11991,0.20122,full_february,DAY_OF_WEEK
2021-05-15,SLV,GADM,SLV.10.18_1,Santo Tomás,0.02032,0.19377,full_february,DAY_OF_WEEK
2021-05-16,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15337,0.22245,full_february,DAY_OF_WEEK
2021-05-17,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13289,0.20194,full_february,DAY_OF_WEEK
2021-05-18,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.06402,0.21827,full_february,DAY_OF_WEEK
2021-05-19,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14167,0.18398,full_february,DAY_OF_WEEK
2021-05-20,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.04888,0.19007,full_february,DAY_OF_WEEK
2021-05-21,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10231,0.18847,full_february,DAY_OF_WEEK
2021-05-22,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.06891,0.19059,full_february,DAY_OF_WEEK
2021-05-23,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10295,0.23098,full_february,DAY_OF_WEEK
2021-05-24,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17538,0.20156,full_february,DAY_OF_WEEK
2021-05-25,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15381,0.22076,full_february,DAY_OF_WEEK
2021-05-26,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10786,0.17525,full_february,DAY_OF_WEEK
2021-05-27,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.03274,0.21451,full_february,DAY_OF_WEEK
2021-05-28,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13762,0.20812,full_february,DAY_OF_WEEK
2021-05-29,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10079,0.18858,full_february,DAY_OF_WEEK
2021-05-30,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12393,0.25755,full_february,DAY_OF_WEEK
2021-05-31,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.18292,0.17793,full_february,DAY_OF_WEEK
2021-06-01,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12255,0.21857,full_february,DAY_OF_WEEK
2021-06-02,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1861,0.19368,full_february,DAY_OF_WEEK
2021-06-03,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1825,0.2097,full_february,DAY_OF_WEEK
2021-06-04,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10124,0.21075,full_february,DAY_OF_WEEK
2021-06-05,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.11823,0.18387,full_february,DAY_OF_WEEK
2021-06-06,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.19998,0.25986,full_february,DAY_OF_WEEK
2021-06-07,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.16164,0.16782,full_february,DAY_OF_WEEK
2021-06-08,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.16452,0.21225,full_february,DAY_OF_WEEK
2021-06-09,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12422,0.20407,full_february,DAY_OF_WEEK
2021-06-10,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13519,0.17212,full_february,DAY_OF_WEEK
2021-06-11,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.13401,0.18684,full_february,DAY_OF_WEEK
2021-06-12,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.24172,0.24498,full_february,DAY_OF_WEEK
2021-06-13,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14735,0.28108,full_february,DAY_OF_WEEK
2021-06-14,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17343,0.1887,full_february,DAY_OF_WEEK
2021-06-15,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10744,0.18768,full_february,DAY_OF_WEEK
2021-06-16,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10904,0.19426,full_february,DAY_OF_WEEK
2021-06-17,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.2948,0.20571,full_february,DAY_OF_WEEK
2021-06-18,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14418,0.17732,full_february,DAY_OF_WEEK
2021-06-19,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.09553,0.20659,full_february,DAY_OF_WEEK
2021-06-20,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.20605,0.24945,full_february,DAY_OF_WEEK
2021-06-21,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14973,0.20301,full_february,DAY_OF_WEEK
2021-06-22,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14863,0.19785,full_february,DAY_OF_WEEK
2021-06-23,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15376,0.2497,full_february,DAY_OF_WEEK
2021-06-24,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15049,0.18469,full_february,DAY_OF_WEEK
2021-06-25,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17405,0.22156,full_february,DAY_OF_WEEK
2021-06-26,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.0855,0.1768,full_february,DAY_OF_WEEK
2021-06-27,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.21898,0.21599,full_february,DAY_OF_WEEK
2021-06-28,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14847,0.16133,full_february,DAY_OF_WEEK
2021-06-29,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15163,0.19464,full_february,DAY_OF_WEEK
2021-06-30,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.06029,0.18588,full_february,DAY_OF_WEEK
2021-07-01,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.01541,0.1987,full_february,DAY_OF_WEEK
2021-07-02,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.12451,0.19314,full_february,DAY_OF_WEEK
2021-07-03,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.04226,0.20813,full_february,DAY_OF_WEEK
2021-07-04,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.25789,0.25327,full_february,DAY_OF_WEEK
2021-07-05,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.16356,0.20803,full_february,DAY_OF_WEEK
2021-07-06,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07015,0.18822,full_february,DAY_OF_WEEK
2021-07-07,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.1,0.15467,full_february,DAY_OF_WEEK
2021-07-08,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.03596,0.16307,full_february,DAY_OF_WEEK
2021-07-09,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07141,0.14131,full_february,DAY_OF_WEEK
2021-07-10,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.0494,0.19458,full_february,DAY_OF_WEEK
2021-07-11,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.14797,0.22002,full_february,DAY_OF_WEEK
2021-07-12,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10035,0.18892,full_february,DAY_OF_WEEK
2021-07-13,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.05149,0.18538,full_february,DAY_OF_WEEK
2021-07-14,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10697,0.2152,full_february,DAY_OF_WEEK
2021-07-15,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07824,0.18186,full_february,DAY_OF_WEEK
2021-07-16,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07543,0.15307,full_february,DAY_OF_WEEK
2021-07-17,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.06407,0.19581,full_february,DAY_OF_WEEK
2021-07-18,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.20562,0.23651,full_february,DAY_OF_WEEK
2021-07-19,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.0644,0.18831,full_february,DAY_OF_WEEK
2021-07-20,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.08023,0.16961,full_february,DAY_OF_WEEK
2021-07-21,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.02908,0.17155,full_february,DAY_OF_WEEK
2021-07-22,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.07774,0.21944,full_february,DAY_OF_WEEK
2021-07-23,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.15897,0.1943,full_february,DAY_OF_WEEK
2021-07-24,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.21783,0.2018,full_february,DAY_OF_WEEK
2021-07-25,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.26846,0.24836,full_february,DAY_OF_WEEK
2021-07-26,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.30815,0.1952,full_february,DAY_OF_WEEK
2021-07-27,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.23695,0.2138,full_february,DAY_OF_WEEK
2021-07-28,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.23538,0.22957,full_february,DAY_OF_WEEK
2021-07-29,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17865,0.21015,full_february,DAY_OF_WEEK
2021-07-30,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.17195,0.15393,full_february,DAY_OF_WEEK
2021-07-31,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.10173,0.20877,full_february,DAY_OF_WEEK
2021-08-01,SLV,GADM,SLV.10.18_1,Santo Tomás,-0.19437,0.22108,full_february,DAY_OF_WEEK
2021-01-01,SLV,GADM,SLV.10.19_1,Soyapango,-0.50337,0.37553,full_february,DAY_OF_WEEK
2021-01-02,SLV,GADM,SLV.10.19_1,Soyapango,-0.26817,0.32995,full_february,DAY_OF_WEEK
2021-01-03,SLV,GADM,SLV.10.19_1,Soyapango,-0.14746,0.35542,full_february,DAY_OF_WEEK
2021-01-04,SLV,GADM,SLV.10.19_1,Soyapango,-0.12492,0.29082,full_february,DAY_OF_WEEK
2021-01-05,SLV,GADM,SLV.10.19_1,Soyapango,-0.1112,0.29064,full_february,DAY_OF_WEEK
2021-01-06,SLV,GADM,SLV.10.19_1,Soyapango,-0.18521,0.29277,full_february,DAY_OF_WEEK
2021-01-07,SLV,GADM,SLV.10.19_1,Soyapango,-0.18401,0.29227,full_february,DAY_OF_WEEK
2021-01-08,SLV,GADM,SLV.10.19_1,Soyapango,-0.19057,0.28169,full_february,DAY_OF_WEEK
2021-01-09,SLV,GADM,SLV.10.19_1,Soyapango,-0.14399,0.28958,full_february,DAY_OF_WEEK
2021-01-10,SLV,GADM,SLV.10.19_1,Soyapango,-0.16816,0.35226,full_february,DAY_OF_WEEK
2021-01-11,SLV,GADM,SLV.10.19_1,Soyapango,-0.11092,0.28187,full_february,DAY_OF_WEEK
2021-01-12,SLV,GADM,SLV.10.19_1,Soyapango,-0.07646,0.29224,full_february,DAY_OF_WEEK
2021-01-13,SLV,GADM,SLV.10.19_1,Soyapango,-0.18334,0.28827,full_february,DAY_OF_WEEK
2021-01-14,SLV,GADM,SLV.10.19_1,Soyapango,-0.19144,0.29097,full_february,DAY_OF_WEEK
2021-01-15,SLV,GADM,SLV.10.19_1,Soyapango,-0.17961,0.26744,full_february,DAY_OF_WEEK
2021-01-16,SLV,GADM,SLV.10.19_1,Soyapango,-0.08717,0.27048,full_february,DAY_OF_WEEK
2021-01-17,SLV,GADM,SLV.10.19_1,Soyapango,-0.09752,0.33606,full_february,DAY_OF_WEEK
2021-01-18,SLV,GADM,SLV.10.19_1,Soyapango,-0.05951,0.26978,full_february,DAY_OF_WEEK
2021-01-19,SLV,GADM,SLV.10.19_1,Soyapango,-0.10616,0.27841,full_february,DAY_OF_WEEK
2021-01-20,SLV,GADM,SLV.10.19_1,Soyapango,-0.16862,0.28238,full_february,DAY_OF_WEEK
2021-01-21,SLV,GADM,SLV.10.19_1,Soyapango,-0.18689,0.27858,full_february,DAY_OF_WEEK
2021-01-22,SLV,GADM,SLV.10.19_1,Soyapango,-0.17049,0.26928,full_february,DAY_OF_WEEK
2021-01-23,SLV,GADM,SLV.10.19_1,Soyapango,-0.13595,0.27908,full_february,DAY_OF_WEEK
2021-01-24,SLV,GADM,SLV.10.19_1,Soyapango,-0.15468,0.3391,full_february,DAY_OF_WEEK
2021-01-25,SLV,GADM,SLV.10.19_1,Soyapango,-0.09823,0.27645,full_february,DAY_OF_WEEK
2021-01-26,SLV,GADM,SLV.10.19_1,Soyapango,-0.09984,0.28577,full_february,DAY_OF_WEEK
2021-01-27,SLV,GADM,SLV.10.19_1,Soyapango,-0.17609,0.28265,full_february,DAY_OF_WEEK
2021-01-28,SLV,GADM,SLV.10.19_1,Soyapango,-0.15631,0.28126,full_february,DAY_OF_WEEK
2021-01-29,SLV,GADM,SLV.10.19_1,Soyapango,-0.14226,0.25835,full_february,DAY_OF_WEEK
2021-01-30,SLV,GADM,SLV.10.19_1,Soyapango,-0.04663,0.26053,full_february,DAY_OF_WEEK
2021-01-31,SLV,GADM,SLV.10.19_1,Soyapango,-0.06085,0.31361,full_february,DAY_OF_WEEK
2021-02-01,SLV,GADM,SLV.10.19_1,Soyapango,-0.05917,0.26685,full_february,DAY_OF_WEEK
2021-02-02,SLV,GADM,SLV.10.19_1,Soyapango,-0.09933,0.28649,full_february,DAY_OF_WEEK
2021-02-03,SLV,GADM,SLV.10.19_1,Soyapango,-0.17222,0.27755,full_february,DAY_OF_WEEK
2021-02-04,SLV,GADM,SLV.10.19_1,Soyapango,-0.17193,0.2783,full_february,DAY_OF_WEEK
2021-02-05,SLV,GADM,SLV.10.19_1,Soyapango,-0.17381,0.26525,full_february,DAY_OF_WEEK
2021-02-06,SLV,GADM,SLV.10.19_1,Soyapango,-0.10914,0.27682,full_february,DAY_OF_WEEK
2021-02-07,SLV,GADM,SLV.10.19_1,Soyapango,-0.12589,0.33958,full_february,DAY_OF_WEEK
2021-02-08,SLV,GADM,SLV.10.19_1,Soyapango,-0.10077,0.28263,full_february,DAY_OF_WEEK
2021-02-09,SLV,GADM,SLV.10.19_1,Soyapango,-0.14807,0.29232,full_february,DAY_OF_WEEK
2021-02-10,SLV,GADM,SLV.10.19_1,Soyapango,-0.18693,0.28905,full_february,DAY_OF_WEEK
2021-02-11,SLV,GADM,SLV.10.19_1,Soyapango,-0.18279,0.2795,full_february,DAY_OF_WEEK
2021-02-12,SLV,GADM,SLV.10.19_1,Soyapango,-0.13961,0.26156,full_february,DAY_OF_WEEK
2021-02-13,SLV,GADM,SLV.10.19_1,Soyapango,-0.07557,0.27566,full_february,DAY_OF_WEEK
2021-02-14,SLV,GADM,SLV.10.19_1,Soyapango,-0.03139,0.31524,full_february,DAY_OF_WEEK
2021-02-15,SLV,GADM,SLV.10.19_1,Soyapango,-0.06806,0.25845,full_february,DAY_OF_WEEK
2021-02-16,SLV,GADM,SLV.10.19_1,Soyapango,-0.08282,0.27794,full_february,DAY_OF_WEEK
2021-02-17,SLV,GADM,SLV.10.19_1,Soyapango,-0.15205,0.27753,full_february,DAY_OF_WEEK
2021-02-18,SLV,GADM,SLV.10.19_1,Soyapango,-0.1472,0.28287,full_february,DAY_OF_WEEK
2021-02-19,SLV,GADM,SLV.10.19_1,Soyapango,-0.153,0.26606,full_february,DAY_OF_WEEK
2021-02-20,SLV,GADM,SLV.10.19_1,Soyapango,-0.104,0.26704,full_february,DAY_OF_WEEK
2021-02-21,SLV,GADM,SLV.10.19_1,Soyapango,-0.14162,0.33516,full_february,DAY_OF_WEEK
2021-02-22,SLV,GADM,SLV.10.19_1,Soyapango,-0.09038,0.27643,full_february,DAY_OF_WEEK
2021-02-23,SLV,GADM,SLV.10.19_1,Soyapango,-0.08815,0.28076,full_february,DAY_OF_WEEK
2021-02-24,SLV,GADM,SLV.10.19_1,Soyapango,-0.14218,0.27867,full_february,DAY_OF_WEEK
2021-02-25,SLV,GADM,SLV.10.19_1,Soyapango,-0.13875,0.27654,full_february,DAY_OF_WEEK
2021-02-26,SLV,GADM,SLV.10.19_1,Soyapango,-0.13088,0.25586,full_february,DAY_OF_WEEK
2021-02-27,SLV,GADM,SLV.10.19_1,Soyapango,-0.02733,0.25441,full_february,DAY_OF_WEEK
2021-02-28,SLV,GADM,SLV.10.19_1,Soyapango,-0.07663,0.25728,full_february,DAY_OF_WEEK
