GID_0,GID_1,GID_2,rwi_weight,pop2020,download_kbps_fixed,upload_kbps_fixed,download_mbps_fixed,upload_mbps_fixed,latency_fixed,tests_unique_dev_fixed,tests_fixed,hdi,life_expectancy,literacy_rate,gdp_per_capita,life_expectancy_index,literacy_index,education_index,gdp_index,pop60plus,pop60plus_ratio
SLV,SLV.13_1,SLV.13.8_1,0.4507954921439199,9562.132149349482,-1,-1,-1,-1,-1,-1,-1,0.724,69.8,77.2,7298.4,0.746,0.772,0.71,0.716,816.8372240000001,0.0854241722705714
SLV,SLV.13_1,SLV.13.9_1,1.1539033949762876,7775.20075673778,-1,-1,-1,-1,-1,-1,-1,0.727,71.7,81.1,5404.6,0.778,0.811,0.737,0.666,724.250256,0.0931487531524358
SLV,SLV.13_1,SLV.13.10_1,0.8084979833353589,54304.76019820082,-1,-1,-1,-1,-1,-1,-1,0.749,71.4,83.2,7179.9,0.773,0.832,0.761,0.713,4332.988809,0.0797902208422523
SLV,SLV.13_1,SLV.13.11_1,0.3501489607834484,21483.161749539147,-1,-1,-1,-1,-1,-1,-1,0.68,68.5,78.0,4004.7,0.725,0.78,0.699,0.616,1689.7419889999996,0.0786542506498722
SLV,SLV.13_1,SLV.13.12_1,0.3675248979783586,13087.01763843266,-1,-1,-1,-1,-1,-1,-1,0.671,70.5,69.5,3582.3,0.758,0.695,0.657,0.597,889.826262,0.0679930513264417
SLV,SLV.13_1,SLV.13.13_1,-0.0073506414503554,9176.11401808487,-1,-1,-1,-1,-1,-1,-1,0.661,68.4,72.7,3482.7,0.724,0.727,0.666,0.593,773.51711,0.0842968067392692
SLV,SLV.13_1,SLV.13.14_1,0.0657387291744822,7086.169369516178,-1,-1,-1,-1,-1,-1,-1,0.708,67.8,83.0,4740.8,0.713,0.83,0.766,0.644,515.18383,0.0727027259913172
SLV,SLV.13_1,SLV.13.15_1,0.427306627909891,57969.94208697953,-1,-1,-1,-1,-1,-1,-1,0.706,71.4,84.1,3114.7,0.774,0.841,0.77,0.574,5696.50572,0.0982665415027122
SLV,SLV.13_1,SLV.13.16_1,0.8471295439499607,37815.94144993619,-1,-1,-1,-1,-1,-1,-1,0.799,74.3,90.6,8398.4,0.821,0.906,0.836,0.739,2593.501597,0.0685822300744115
SLV,SLV.14_1,SLV.14.1_1,0.5815142956080986,13161.587197958386,-1,-1,-1,-1,-1,-1,-1,0.666,70.6,70.6,3015.3,0.76,0.706,0.668,0.569,1526.8489509999995,0.1160079653035192
SLV,SLV.14_1,SLV.14.2_1,-0.0202211551685823,15836.482988249289,-1,-1,-1,-1,-1,-1,-1,0.671,70.6,68.1,4076.3,0.76,0.681,0.635,0.619,1754.144501,0.1107660395494113
SLV,SLV.14_1,SLV.14.3_1,-0.1920899992749919,2146.510155959704,-1,-1,-1,-1,-1,-1,-1,0.718,72.7,74.0,5066.5,0.794,0.74,0.704,0.655,273.741348,0.1275285594340038
SLV,SLV.14_1,SLV.14.4_1,0.1914335155633082,9992.506020589455,-1,-1,-1,-1,-1,-1,-1,0.653,68.5,68.4,3382.8,0.725,0.684,0.646,0.588,1120.058674,0.1120898673157795
SLV,SLV.14_1,SLV.14.5_1,0.2857430952011454,7880.302117717937,-1,-1,-1,-1,-1,-1,-1,0.705,71.9,73.6,4990.0,0.781,0.736,0.681,0.653,846.5572919999997,0.1074270096950489
SLV,SLV.14_1,SLV.14.6_1,0.6085518922829586,6659.63263521354,-1,-1,-1,-1,-1,-1,-1,0.685,69.2,74.1,4530.2,0.736,0.741,0.681,0.636,783.8714979999999,0.1177049157118957
SLV,SLV.14_1,SLV.14.7_1,0.3125507268527331,9613.642820612,-1,-1,-1,-1,-1,-1,-1,0.643,69.4,66.1,2779.6,0.741,0.661,0.633,0.555,1214.218805,0.1263016348388428
SLV,SLV.14_1,SLV.14.8_1,0.2461765728820875,61888.94244919212,-1,-1,-1,-1,-1,-1,-1,0.685,69.3,70.4,5114.7,0.739,0.704,0.658,0.657,5419.182739999998,0.0875630205581375
SLV,SLV.14_1,SLV.14.9_1,0.3334581555411571,21702.12320866229,-1,-1,-1,-1,-1,-1,-1,0.716,71.4,76.1,5687.3,0.773,0.761,0.701,0.674,2514.532995,0.1158657598071481
SLV,SLV.14_1,SLV.14.10_1,-0.2220331506453564,13968.249290348042,-1,-1,-1,-1,-1,-1,-1,0.637,68.5,62.3,3584.9,0.724,0.623,0.59,0.597,1357.09058,0.0971553808778126
SLV,SLV.14_1,SLV.14.11_1,0.3105063322183622,12275.192933738916,-1,-1,-1,-1,-1,-1,-1,0.662,69.3,70.4,3365.0,0.738,0.704,0.662,0.587,1494.1643520000002,0.1217222702783939
SLV,SLV.14_1,SLV.14.12_1,0.1064656509549547,6789.894806251612,-1,-1,-1,-1,-1,-1,-1,0.628,69.4,64.3,2308.5,0.739,0.643,0.62,0.524,736.5813889999997,0.1084820030380754
SLV,SLV.14_1,SLV.14.13_1,0.6267873571696367,11841.245605975866,-1,-1,-1,-1,-1,-1,-1,0.676,69.8,71.0,3995.3,0.746,0.71,0.667,0.615,1238.133558,0.1045610908851647
SLV,SLV.14_1,SLV.14.14_1,0.6734948926592248,8149.023152830442,-1,-1,-1,-1,-1,-1,-1,0.697,71.6,70.5,5215.8,0.777,0.705,0.655,0.66,694.75478,0.0852562039609235
SLV,SLV.14_1,SLV.14.15_1,-0.2345003862106048,9430.539602327872,-1,-1,-1,-1,-1,-1,-1,0.654,69.9,69.1,2946.2,0.748,0.691,0.649,0.565,718.7693399999998,0.0762172018049291
SLV,SLV.14_1,SLV.14.16_1,-0.0739390367491639,7482.579572468277,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,837.7714979999998,0.1119629253369429
SLV,SLV.14_1,SLV.14.17_1,0.6194445701274339,5576.117446947257,-1,-1,-1,-1,-1,-1,-1,0.663,69.0,67.9,4229.4,0.733,0.679,0.633,0.625,521.4840320000001,0.0935209914356261
SLV,SLV.14_1,SLV.14.18_1,0.002104347960866,5899.857333576971,-1,-1,-1,-1,-1,-1,-1,0.652,69.1,74.1,2506.5,0.735,0.741,0.683,0.538,644.026811,0.1091597261741817
SLV,SLV.14_1,SLV.14.19_1,0.5099723589272448,23131.90974539405,-1,-1,-1,-1,-1,-1,-1,0.691,70.1,72.7,4314.3,0.752,0.727,0.692,0.628,2763.682281,0.1194748860521685
SLV,SLV.14_1,SLV.14.20_1,0.894,10900.986499461687,-1,-1,-1,-1,-1,-1,-1,0.712,68.5,77.7,6048.0,0.725,0.777,0.727,0.685,1020.337968,0.0936005166184167
SLV,SLV.14_1,SLV.14.21_1,0.2308984725167839,13409.772485602378,-1,-1,-1,-1,-1,-1,-1,0.74,71.9,81.2,5850.0,0.782,0.812,0.76,0.679,1675.810442,0.1249693418586528
SLV,SLV.14_1,SLV.14.22_1,-0.042514008280167,10619.756355149806,-1,-1,-1,-1,-1,-1,-1,0.658,68.6,71.9,3161.9,0.727,0.719,0.669,0.576,1169.5720239999998,0.1101317191173451
SLV,SLV.14_1,SLV.14.23_1,0.7319052785014845,65923.7894387709,-1,-1,-1,-1,-1,-1,-1,0.745,72.2,79.4,7022.5,0.786,0.794,0.738,0.71,6905.33238,0.1047472003473583
